#OTU ID	A01	A02	A03	A04	A05	A06	A07	A08	A09	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A30	Consensus Lineage
ZOTU1154	5	163	2	1	141	93	0	1	0	4	8	2	242	142	118	2	2	4	0	0	0	15	13	9	0	0	1	1	1	9	 k__Bacteria; p__Firmicutes; c__Clostridia; o__; f__; g__; s__
ZOTU471	5	1	2	2	4	1	52	1	20	2	3	5	0	1	0	6	3	3	0	0	0	0	0	0	0	0	0	3	1	4	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU499	9	24	4	2	42	34	4	11	11	5	13	21	97	59	98	8	7	15	0	0	0	0	0	0	0	0	0	72	21	1	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__Christensenellaceae_R-7_group; s__uncultured_bacterium
ZOTU1410	2	5	5	3	19	9	3	4	2	5	5	4	14	5	15	5	4	11	4	7	12	28	13	15	9	13	13	12	15	82	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__uncultured; s__
ZOTU488	4	10	7	3	2	3	10	0	1	8	14	5	23	9	14	11	8	9	17	5	15	15	1	8	23	36	25	220	328	391	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__uncultured; s__
ZOTU217	3	6	3	3	16	10	1	0	1	11	3	10	48	32	106	7	6	13	49	21	65	109	54	72	57	115	103	1360	1109	1240	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__[Eubacterium]_coprostanoligenes_group; s__
ZOTU278	5	3	5	2	4	1	1	2	1	6	1	4	16	6	5	3	4	4	0	0	0	0	0	0	0	0	0	36	42	0	 k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidales_S24-7_group; g__gut_metagenome; s__gut_metagenome
ZOTU1365	12	0	56	141	0	0	1	0	0	38	53	53	0	0	0	85	55	146	2	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
ZOTU1470	2	2	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
ZOTU661	2	4	1	0	3	1	0	0	0	1	0	1	1	1	2	1	0	0	371	1	991	8	7	14	9	8	8	1	1	74	 k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Veillonellaceae; g__Veillonella; s__
ZOTU1299	5	23	11	6	52	23	3	4	7	1	6	9	51	14	38	6	4	11	3	7	12	36	21	22	11	13	6	24	54	46	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Subdoligranulum; s__uncultured_bacterium
ZOTU1057	13	0	56	118	0	0	0	1	0	32	59	88	0	0	0	68	44	141	3	1	1	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae_1; g__; s__
ZOTU1435	7	45	2	2	42	26	5	5	6	2	2	3	114	37	34	1	1	2	0	2	0	1	0	0	1	0	0	10	5	5	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
ZOTU1078	2	4	1	1	2	5	0	1	1	0	2	2	5	4	8	2	1	0	0	0	0	0	0	0	0	0	0	2	3	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcaceae_UCG-014; s__uncultured_bacterium
ZOTU818	5	5	3	1	17	16	2	7	1	4	3	2	22	6	19	1	3	2	3	0	0	4	1	0	1	2	4	9	4	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__Christensenellaceae_R-7_group; s__uncultured_bacterium
ZOTU569	5	34	11	4	29	14	0	0	0	2	9	3	65	22	45	7	9	6	0	0	0	1	0	0	0	0	0	21	27	1	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU1082	4	21	1	0	1	5	0	0	0	1	3	2	15	7	11	2	3	3	0	0	1	0	0	0	2	0	0	139	172	71	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU464	6	23	6	9	41	29	6	9	12	0	9	2	91	35	63	13	10	4	1	0	1	3	6	3	3	1	4	57	43	17	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminiclostridium_5; s__
ZOTU830	8	194	31	37	113	62	1	1	2	27	91	36	252	125	124	71	49	80	4	3	8	9	8	4	3	9	7	326	359	229	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU1241	3	2	0	0	1	1	1	0	0	0	3	3	8	3	10	2	1	3	0	0	0	0	1	0	0	0	1	27	39	24	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU329	13	28	19	9	24	22	3	5	4	8	8	11	52	35	72	10	19	16	0	0	0	1	0	1	0	1	2	196	154	57	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU1337	6	0	113	59	0	0	0	0	0	39	99	29	0	0	0	2	1	4	0	0	0	0	0	0	0	0	0	1	0	0	 k__Bacteria; p__Firmicutes; c__; o__; f__; g__; s__
ZOTU135	3	8	3	2	14	11	3	5	4	0	6	6	21	9	27	3	2	2	92	62	129	349	122	179	179	246	265	28	28	1320	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__; s__
ZOTU1221	8	34	31	19	14	18	2	2	5	28	79	26	50	39	78	50	62	71	0	0	0	0	1	1	0	3	2	455	565	70	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU1201	1	1	0	0	5	5	0	1	1	0	0	2	6	3	7	0	0	2	0	0	2	1	0	0	0	0	1	6	2	3	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__uncultured; s__uncultured_bacterium
ZOTU1260	5	1	2	0	0	2	20	2	8	2	1	1	7	1	1	1	5	4	0	0	0	1	0	0	0	0	0	1	2	1	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
ZOTU632	1	3	3	0	2	5	0	0	0	0	2	0	3	5	6	3	0	1	0	0	0	0	0	0	0	0	0	8	6	1	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__uncultured; s__uncultured_Clostridiales_bacterium
ZOTU918	3	0	36	20	1	0	0	0	0	19	77	40	1	1	0	41	65	142	2	1	0	0	0	0	0	0	0	3	0	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
ZOTU453	10	35	10	3	53	39	11	11	4	11	6	7	57	35	70	10	19	7	3	1	3	1	1	2	2	2	2	114	90	44	 k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__uncultured; s__
ZOTU1334	2	10	3	1	19	16	6	2	3	1	2	1	19	12	20	1	3	5	6	5	12	35	20	22	15	13	13	9	7	70	 k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__
ZOTU848	2	3	0	0	4	2	0	0	0	0	2	0	5	2	7	2	5	0	0	0	0	0	0	0	0	0	0	23	13	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus_1; s__
ZOTU280	3	1	0	3	3	2	0	1	1	0	1	4	14	6	20	1	0	1	0	0	0	0	0	0	0	0	0	18	33	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Family_XIII; g__Family_XIII_AD3011_group; s__uncultured_bacterium
ZOTU128	3	5	0	0	4	1	0	2	0	3	0	3	9	10	9	2	5	1	0	0	0	0	0	0	0	0	0	2	4	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcaceae_NK4A214_group; s__uncultured_bacterium
ZOTU702	1	0	0	1	0	1	0	0	0	0	1	1	4	0	1	2	0	0	0	0	0	0	0	0	0	0	0	7	5	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcaceae_UCG-005; s__uncultured_bacterium
ZOTU777	2	3	1	1	3	2	0	0	0	0	3	0	5	8	10	1	0	3	0	0	0	0	0	0	0	0	0	7	7	3	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]_torques_group; s__
ZOTU493	5	7	1	1	17	11	3	4	5	2	4	5	27	11	23	1	1	5	3	2	1	9	4	3	8	3	2	21	18	41	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__Christensenellaceae_R-7_group; s__uncultured_bacterium
ZOTU76	6	31	9	4	36	23	6	1	2	8	16	15	104	50	86	12	15	11	0	0	2	4	0	4	6	1	0	185	162	13	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__uncultured; s__
ZOTU523	8	27	4	4	39	23	4	7	8	6	12	6	38	15	51	8	11	7	0	0	1	8	2	2	6	0	1	43	40	16	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__Christensenellaceae_R-7_group; s__uncultured_bacterium
ZOTU1075	3	0	0	0	1	0	1	0	0	0	1	0	1	1	1	0	0	2	2	1	0	7	6	0	2	3	2	1	0	20	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Anaerotruncus; s__
ZOTU1497	2	0	0	0	0	0	6	21	16	0	0	0	0	0	0	0	0	0	19	2	88	0	0	0	41	295	197	0	0	0	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__; s__
ZOTU461	3	17	3	1	19	15	3	5	1	6	1	1	39	16	23	2	4	5	0	1	2	2	3	3	1	4	4	21	27	11	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__uncultured; s__uncultured_bacterium
ZOTU882	12	21	18	6	7	1	0	0	0	16	37	12	27	12	21	55	28	134	0	0	1	2	1	0	0	0	0	87	78	125	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
ZOTU803	3	1	0	0	1	3	0	0	0	0	1	2	5	2	2	0	1	0	1	0	0	0	0	0	0	3	0	9	3	1	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU527	10	17	4	5	15	13	3	2	5	3	7	11	38	16	50	4	4	4	0	0	0	0	0	0	2	0	0	49	38	7	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospiraceae_UCG-008; s__uncultured_bacterium
ZOTU1131	2	1	0	0	0	0	1	0	0	0	0	1	0	1	2	0	1	3	0	0	0	0	0	0	0	0	0	1	4	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnoclostridium; s__
ZOTU1444	21	16	75	39	8	8	0	2	1	67	156	59	18	19	21	157	158	315	0	0	0	0	1	0	0	0	0	60	74	27	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU1248	2	5	1	2	1	1	3	2	4	2	2	2	6	5	0	3	3	1	0	0	0	0	0	0	1	0	0	10	17	4	 k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
ZOTU933	1	0	0	1	0	4	0	0	0	0	1	1	3	2	3	0	2	1	0	0	0	1	1	1	0	1	0	0	3	1	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__Christensenellaceae_R-7_group; s__uncultured_bacterium
ZOTU554	7	13	7	4	10	11	3	1	4	9	30	22	23	14	51	34	28	53	7	3	7	28	25	24	29	12	10	69	46	116	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU1199	5	87	0	1	116	80	0	1	1	0	0	0	147	90	94	0	0	3	0	0	0	3	6	2	0	0	0	2	2	1	 k__Bacteria; p__Firmicutes; c__Clostridia; o__; f__; g__; s__
ZOTU360	3	6	2	1	16	18	1	2	7	0	1	2	19	5	17	0	1	3	0	0	0	0	0	0	2	0	0	14	8	6	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Anaerotruncus; s__
ZOTU1483	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	2	8	5	3	0	0	0	0	0	61	 k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Haemophilus; s__
ZOTU1055	3	1	2	3	3	2	2	0	2	1	1	7	1	6	2	1	2	2	0	0	0	1	0	0	0	0	0	5	4	0	 k__Bacteria; p__Firmicutes; c__; o__; f__; g__; s__
ZOTU707	7	6	6	2	11	2	15	13	15	0	2	2	15	6	11	5	3	4	0	0	0	0	0	0	0	1	0	12	17	1	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
ZOTU820	4	5	0	0	9	1	1	2	0	0	1	0	12	7	6	2	2	1	0	0	0	0	0	0	0	0	0	1	2	0	 k__Bacteria; p__Tenericutes; c__Mollicutes; o__Mollicutes_RF9; f__uncultured_bacterium; g__uncultured_bacterium; s__uncultured_bacterium
ZOTU1142	2	1	1	0	6	2	0	0	0	2	1	0	8	4	10	1	1	0	1	0	0	2	0	0	0	0	0	4	6	4	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
ZOTU1505	4	3	3	1	2	6	1	1	1	1	0	1	5	3	3	0	0	0	0	0	0	2	1	3	4	1	0	2	2	1	 k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__
ZOTU912	1	1	0	0	0	2	1	0	1	0	0	0	1	1	2	1	0	0	0	1	0	1	1	1	0	0	0	0	0	2	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU458	3	17	10	3	27	20	0	0	1	2	5	7	66	30	46	3	7	1	0	0	0	0	0	0	0	0	0	67	65	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__uncultured; s__uncultured_bacterium
ZOTU1204	4	2	3	11	2	0	3	0	3	12	7	10	5	4	5	10	9	28	0	0	0	0	0	0	0	0	0	9	6	10	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnoclostridium; s__uncultured_organism
ZOTU979	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	 k__Bacteria; p__Firmicutes; c__Erysipelotrichia; o__Erysipelotrichales; f__Erysipelotrichaceae; g__[Clostridium]_innocuum_group; s__
ZOTU720	1	1	0	0	1	1	0	0	1	3	1	1	4	3	2	0	1	0	0	1	0	0	0	0	0	1	0	5	2	7	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__; s__
ZOTU324	9	12	30	29	25	16	3	5	4	20	30	35	38	16	16	32	36	39	5	2	4	16	14	9	11	7	6	182	185	292	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU568	1	4	1	0	4	2	0	0	2	0	0	1	14	3	11	0	4	2	0	0	1	0	0	1	0	0	1	14	3	3	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__uncultured; s__
ZOTU1022	4	9	6	5	6	9	6	7	8	2	2	3	13	8	14	0	1	1	0	0	0	0	0	0	0	0	0	7	13	0	 k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Acidaminococcaceae; g__Phascolarctobacterium; s__uncultured_bacterium
ZOTU609	5	0	0	0	1	0	5	7	7	1	0	1	1	0	0	0	7	2	0	0	0	0	0	0	0	0	0	1	3	1	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
ZOTU504	4	6	2	4	16	7	0	1	5	2	2	2	26	9	36	5	7	5	0	0	0	0	0	0	0	0	1	48	34	9	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiales_vadinBB60_group; g__; s__
ZOTU911	1	0	0	0	0	0	0	1	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__; s__
ZOTU1290	3	90	5	7	51	29	1	1	1	1	8	5	148	53	55	6	8	7	0	0	1	2	0	0	0	0	0	23	28	12	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
ZOTU616	1	5	5	1	8	6	1	4	5	0	1	1	18	10	17	1	4	3	0	2	1	1	3	3	8	1	3	16	16	22	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Anaerofilum; s__uncultured_bacterium
ZOTU422	1	2	3	0	0	0	2	2	3	1	2	1	1	0	1	0	0	3	89	1	106	68	27	32	323	88	98	1	1	360	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__uncultured; s__uncultured_bacterium
ZOTU544	2	6	7	2	21	17	4	6	4	3	5	1	31	10	22	1	6	4	3	2	3	12	4	8	9	6	3	16	13	27	 k__Bacteria; p__Saccharibacteria; c__uncultured_bacterium; o__uncultured_bacterium; f__uncultured_bacterium; g__uncultured_bacterium; s__uncultured_bacterium
ZOTU431	3	0	3	1	1	3	26	48	6	2	1	2	5	3	4	1	3	0	0	0	0	0	0	0	0	0	0	22	17	1	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Eubacterium]_fissicatena_group; s__
ZOTU206	5	14	6	4	7	6	15	9	13	5	4	10	17	11	22	8	14	22	0	0	1	0	0	0	4	0	0	5	10	0	 k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
ZOTU181	2	2	14	11	17	13	1	0	0	21	5	16	16	4	5	8	7	24	0	0	0	2	0	0	1	0	0	65	43	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
ZOTU645	3	13	2	3	20	18	2	6	6	3	4	5	23	5	24	9	2	4	0	0	0	0	0	0	0	0	0	19	17	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcaceae_UCG-010; s__uncultured_bacterium
ZOTU45	6	4	12	5	11	9	0	3	2	9	26	45	8	12	27	15	18	22	0	0	1	2	0	1	3	0	0	41	53	1	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
ZOTU1135	2	4	0	1	6	11	3	1	4	0	1	1	7	4	4	2	1	2	0	0	0	0	0	1	0	0	0	3	6	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__Christensenellaceae_R-7_group; s__
ZOTU385	3	9	1	0	5	4	0	2	1	0	1	0	22	24	9	4	1	3	0	0	0	1	0	0	0	0	0	10	11	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcaceae_UCG-013; s__uncultured_bacterium
ZOTU67	4	0	0	1	4	2	5	0	1	1	3	7	4	0	3	2	0	2	0	1	0	0	0	0	0	0	0	2	0	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnoclostridium; s__
ZOTU685	5	8	1	2	5	15	0	0	1	4	1	17	13	5	12	3	1	3	0	0	0	0	0	1	0	1	0	11	8	7	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU1464	2	2	1	0	0	0	0	0	0	0	1	1	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	7	12	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
ZOTU1460	2	29	0	0	9	12	2	2	3	0	1	0	36	16	47	2	0	6	0	0	0	0	0	0	0	0	0	41	38	7	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Subdoligranulum; s__uncultured_bacterium
ZOTU1276	1	3	0	0	6	2	0	0	0	0	2	0	5	5	1	0	0	3	0	0	0	0	0	0	0	1	0	23	27	21	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU745	1	4	1	0	3	2	0	2	0	1	0	0	2	2	4	0	1	1	0	2	2	1	4	0	6	1	4	5	10	9	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__uncultured; s__uncultured_bacterium
ZOTU1207	4	0	1	1	1	0	50	1	4	1	0	0	2	0	0	0	0	2	0	0	1	1	0	0	1	2	0	1	2	4	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU1340	4	0	1	0	4	2	0	0	0	1	1	2	10	3	8	0	2	2	0	1	0	3	9	5	1	1	0	0	0	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU327	2	6	7	3	23	17	0	0	0	8	3	21	27	10	22	5	2	6	0	0	0	0	0	1	2	1	1	230	231	12	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__
ZOTU1271	3	0	0	0	0	0	2	0	2	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	4	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Sellimonas; s__
ZOTU1030	1	5	0	2	4	2	1	0	0	1	0	0	6	0	8	1	1	1	0	0	0	0	0	0	0	0	0	12	3	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Anaerotruncus; s__uncultured_bacterium
ZOTU648	1	1	0	1	0	1	0	2	0	4	0	2	4	1	6	2	2	2	0	0	1	0	0	0	1	0	1	4	3	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__Christensenellaceae_R-7_group; s__
ZOTU572	1	5	4	2	9	12	2	3	5	2	1	1	15	8	23	2	1	3	2	2	3	8	4	4	5	4	6	7	9	12	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__uncultured; s__uncultured_organism
ZOTU737	1	5	1	0	4	2	0	1	1	1	0	3	6	3	2	0	0	2	1	3	0	1	0	0	1	0	1	0	0	0	 k__Bacteria; p__Proteobacteria; c__; o__; f__; g__; s__
ZOTU649	1	4	0	1	12	7	0	1	0	1	1	0	10	0	13	1	1	0	0	0	0	0	0	1	0	0	0	28	11	4	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__Christensenellaceae_R-7_group; s__uncultured_bacterium
ZOTU1080	1	66	1	1	86	48	0	0	0	0	2	0	89	56	41	1	1	3	0	0	2	6	10	2	4	20	5	3	1	21	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU555	2	0	0	0	2	1	3	0	6	0	1	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Candidatus_Soleaferrea; s__
ZOTU715	3	2	2	3	10	6	2	2	6	2	1	3	14	7	17	0	6	5	1	0	0	0	1	1	0	2	0	19	15	4	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcaceae_UCG-013; s__uncultured_bacterium
ZOTU1056	1	19	0	1	51	19	0	5	0	1	2	1	24	23	43	0	0	2	1	18	9	2	3	0	32	5	5	0	4	0	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__
ZOTU755	1	1	0	0	1	1	1	0	2	0	0	0	7	0	1	0	0	0	0	0	1	2	0	0	6	0	0	0	0	3	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__[Eubacterium]_coprostanoligenes_group; s__uncultured_bacterium
ZOTU635	2	2	4	0	8	7	1	7	2	3	4	2	16	5	21	4	2	4	0	1	0	8	6	1	5	3	3	25	23	26	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__uncultured; s__
ZOTU794	2	7	0	0	17	7	1	1	0	0	1	2	13	5	20	2	3	2	2	1	0	3	2	2	1	2	0	8	6	5	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
ZOTU1414	2	34	7	3	17	20	1	0	1	4	9	9	45	28	52	7	10	11	0	0	0	1	2	1	1	2	0	148	169	37	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU875	1	4	0	1	3	4	0	0	0	0	0	2	9	2	8	1	3	4	0	0	0	0	0	0	0	0	0	8	4	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__uncultured; s__uncultured_bacterium
ZOTU1159	1	0	0	0	0	2	0	0	0	0	0	0	3	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	 k__Bacteria; p__Proteobacteria; c__; o__; f__; g__; s__
ZOTU570	3	1	1	0	11	2	0	2	2	1	0	1	4	1	11	1	1	5	0	0	2	1	1	0	0	0	1	9	8	4	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__uncultured; s__uncultured_bacterium
ZOTU587	4	6	8	0	11	13	2	4	1	1	1	0	36	12	45	1	2	2	0	0	0	0	0	0	0	0	0	17	14	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiales_vadinBB60_group; g__uncultured_bacterium; s__uncultured_bacterium
ZOTU1000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	1	0	0	1	0	1	0	0	4	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Family_XI; g__Anaerococcus; s__
ZOTU506	4	5	1	0	6	4	1	1	2	4	3	3	3	4	14	0	3	2	0	0	0	0	2	0	0	0	0	6	2	1	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Acetanaerobacterium; s__uncultured_rumen_bacterium
